Contents		
Standing next to him was the same man in the same bike shorts and knee brace. He had white hair with blood in it. His face was caved in right down the middle, I think maybe from where he hit the curb. His nose was like in two pieces and so was his mouth.	Neben ihm stand derselbe Mann mit denselben Fahrradshorts und derselben Knieschiene. Er hatte weiße Haare mit Blut darin. Das Gesicht war genau in der Mitte eingedrückt, wohl weil er damit auf der Bordsteinkante aufgeprallt war. Die Nase war irgendwie in zwei Teilen, der Mund ebenfalls.	0.9
Cars were stopping and my mother said, “Close your eyes.” It was the man lying on the ground she was looking at, of course.	Die Autos vor uns hielten an, und meine Mutter sagte: »Mach die Augen zu.« Was sie sah, war natürlich der Mann, der auf dem Boden lag.	0.86
“He’s dead!” I started to cry. “That man is dead!”	»Er ist tot!« Ich brach in Tränen aus. »Der Mann da ist tot!«	0.87
We stopped. We had to. Because of the other cars in front of us.	Wir hielten. Das mussten wir. Weil die anderen Autos vor uns standen.	0.84
“No, he’s not,” Mom said. “He’s asleep, that’s all. It’s what happens sometimes when someone gets banged hard. He’ll be fine. Now close your eyes.”	»Nein, das ist er nicht«, sagte Mama. »Der ist nur ohnmächtig, nichts weiter. Das passiert manchmal, wenn man irgendwo kräftig dranknallt. Bald geht’s ihm wieder besser. Und jetzt mach die Augen zu.«	0.79
I didn’t. The smashed-up man raised a hand and waved at me. They know when I see them. They always do.	Das tat ich nicht. Der verwüstete Mann hob die Hand und winkte mir zu. Sie wissen es, wenn ich sie sehe. Das ist immer so.	0.77
“His face is in two pieces!”	»Sein Gesicht ist total in zwei Teilen!«	0.92
Mom looked again to be sure, saw the man was covered down to his waist, and said, “Stop scaring yourself, Jamie. Just close your—”	Um sich zu vergewissern, warf Mama noch mal einen Blick auf den Mann. Weil er bis zur Hüfte mit einer Jacke bedeckt war, sagte sie: »Hör auf, dich in was reinzusteigern, Jamie. Mach einfach die …«	0.79
“He’s there!” I pointed. My finger was trembling. Everything was trembling. “Right there, standing next to himself!”	»Aber da steht er!« Ich zeigte auf ihn. Mein Finger zitterte. Alles an mir zitterte. »Da drüben steht er neben sich!«	0.81
That scared her. I could tell by the way her mouth got all tight. She laid on her horn with one hand. With the other she pushed the button that rolled down her window and started waving at the cars ahead of her. “Go!” she shouted. “Move! Stop staring at him, for Christ’s sake, this isn’t a fucking movie!”	Das wiederum erschreckte meine Mutter. Ich erkannte es daran, wie sie die Lippen zusammenpresste. Mit einer Hand betätigte sie die Hupe, mit der anderen drückte sie auf die Taste, mit der man das Fenster öffnete, und winkte den vor uns stehenden Autos zu. »Los!«, rief sie. »Weiter! Hört auf, ihn anzustarren, um Himmels willen, wir sind hier doch nicht in einem verdammten Kinofilm!«	0.68
They did, except for the one right in front of her. That guy was leaning over and taking a picture with his phone. Mom pulled up and bumped his fender. He gave her the bird. My mother backed up and pulled into the other lane to go around. I wish I’d also given him the bird, but I was too freaked out.	Die Fahrer schienen zu gehorchen, nur der direkt vor uns nicht. Der lehnte sich aus dem Fenster, um ein Handyfoto zu machen. Mama fuhr an und rempelte seine Stoßstange. Der Mann zeigte ihr den Finger. Daraufhin stieß sie zurück und lenkte unseren Wagen auf die andere Fahrspur, um ihn zu umkurven. Schade, dass ich ihm nicht auch den Finger gezeigt habe, aber ich war einfach zu verdattert.	0.51
Mom barely missed a police car coming the other way and drove for the far side of the park as fast as she could. She was almost there when I unbuckled my seatbelt. Mom yelled at me not to do that but I did it anyway and buzzed down my window and kneeled on the seat and leaned out and blew groceries all down the side of the car. I couldn’t help it. When we got to the Central Park West side, Mom pulled over and wiped off my face with the sleeve of her blouse. She might have worn that blouse again, but if she did I don’t remember it.	Nachdem Mama fast mit einem entgegenkommenden Polizeiwagen kollidiert war, fuhr sie so schnell wie möglich zur anderen Parkseite. Wir waren noch nicht ganz da, als ich mich losschnallte. Mama brüllte mich an, das solle ich bleiben lassen, aber ich tat es trotzdem, ließ mein Fenster herunter und kniete mich auf den Sitz. Dann streckte ich den Kopf hinaus und kotzte meinen Mageninhalt über die Wagentür. Da war nichts zu machen. Im Westen vom Central Park angekommen, fuhr Mama an den Straßenrand und wischte mir mit dem Blusenärmel das Gesicht ab. Gut möglich, dass sie die Bluse später wieder getragen hat, aber wenn das der Fall war, erinnere ich mich nicht daran.	0.89
“God, Jamie. You’re white as a sheet.”	»Du lieber Himmel, Jamie, du bist ja leichenblass.«	0.7
“I couldn’t help it,” I said. “I never saw anyone like that before. There were bones sticking right out of his no-nose—” Then I ralphed again, but managed to get most of that one on the street instead of on our car. Plus there wasn’t as much.	»Ich konnte nichts dagegen machen«, sagte ich. »So was wie den hab ich noch nie gesehen. Dem haben richtig die Knochen aus der N-Nase geguckt, und …« Wieder musste ich würgen, schaffte es diesmal jedoch, das meiste auf die Straße anstatt auf unseren Wagen zu befördern. Außerdem war es nicht mehr so viel.	0.84
She stroked my neck, ignoring someone (maybe the man who gave us the finger) who honked at us and drove around our car. “Honey, that’s just your imagination. He was covered up.”	Mama streichelte mir den Nacken, ohne auf den Wagen zu achten, der hupend dicht an uns vorbeifuhr (vielleicht war da der Mann drin, der uns den Finger gezeigt hatte). »Schatz, das ist bloß deine Einbildung. Er war ja mit einer Jacke bedeckt.«	0.6
“Not the one on the ground, the one standing beside him. He waved at me.”	»Nicht der auf dem Boden, sondern der, der neben ihm gestanden hat. Der hat mir zugewinkt.«	0.85
She stared at me for a long time, seemed like she was going to say something, then just buckled my seatbelt. “I think maybe we should skip the party. How does that sound to you?”	Sie starrte mich lange an und gab sich den Anschein, mir etwas sagen zu wollen, schnallte mich aber nur wieder an. »Ich glaube, wir sollten die Party sausen lassen. Was meinst du?«	0.75
“Good,” I said. “I don’t like Lily anyway. She sneaky-pinches me during Story Time.”	»In Ordnung«, sagte ich. »Ich mag Lily sowieso nicht. In der Vorlesestunde kneift sie mich immer heimlich.«	0.81
We went home. Mom asked me if I could keep down a cup of cocoa and I said I could. We drank cocoa together in the living room. I still had Lily’s present. It was a little doll in a sailor suit. When I gave it to Lily the next week, instead of sneaky-pinching me, she gave me a kiss right on the mouth. I got teased about that and never minded a bit.	Wir fuhren zurück nach Hause. Mama fragte mich, ob ich wohl eine Tasse Kakao drinbehalten würde, was ich bejahte. Gemeinsam tranken wir im Wohnzimmer also Kakao. Ich hatte immer noch das Geschenk für Lily bei mir, ein Püppchen in einem Matrosenanzug. Als ich es Lily in der Woche drauf überreichte, gab sie mir einen Kuss direkt auf den Mund, anstatt mich heimlich zu kneifen. Deshalb wurde ich von den anderen geneckt, was mir aber überhaupt nichts ausmachte.	0.82
While we were drinking our cocoa (she might have put a little something extra in hers), Mom said, “I promised myself when I was pregnant that I’d never lie to my kid, so here goes. Yeah, that guy was probably dead.” She paused. “No, he was dead. I don’t think even a bike helmet would have saved him, and I didn’t see one.”	Während wir unseren Kakao tranken (eventuell hatte Mama ihren mit irgendetwas aufgepeppt), sagte sie: »Als ich schwanger war, hab ich mir fest vorgenommen, mein Kind nie anzulügen. Alsdann. Ja, der Mann da war wahrscheinlich tot.« Sie machte eine Pause. »Er war sogar eindeutig tot. Offenbar hatte er gar keinen auf, aber ich glaube, den hätte nicht mal ein Fahrradhelm gerettet.«	0.87
No, he wasn’t wearing a helmet. Because if he’d been wearing it when he got hit (it was a taxi that did it, we found out), he would have been wearing it as he stood beside his body. They’re always wearing what they had on when they died.	Nein, er hatte keinen Helm getragen. Wenn er beim Überfahren (wie wir später feststellten, von einem Taxi) einen getragen hätte, dann hätte er ihn nämlich auch aufgehabt, als er neben seiner Leiche stand. Wie gesagt, tragen sie immer das, was sie beim Sterben anhatten.	0.92
“But you only imagined you saw his face, honey. You couldn’t have. Someone covered him up with a jacket. Someone very kind.”	»Dass du sein Gesicht gesehen haben willst, hast du dir bloß vorgestellt, Schatz. Das war ja gar nicht möglich. Jemand hatte ihn mit einer Jacke zugedeckt. Jemand mit einem guten Herzen.«	0.7
“He was wearing a tee-shirt with a lighthouse on it,” I said. Then I thought of something else. It was only a little bit cheery, but after something like that, I guess you take what you can get. “At least he was pretty old.”	»Er hatte ein T-Shirt mit einem Leuchtturm drauf an«, sagte ich. Dann fiel mir noch etwas anderes ein. Es war nur minimal tröstlich, aber nach so etwas gibt man sich wohl mit dem kleinsten Lichtblick zufrieden. »Wenigstens war er schon ziemlich alt.«	0.81
“Why do you say that?” She was looking at me oddly. Looking back on it, I think that was when she started to believe, at least a little bit.	»Wie kommst du denn darauf?« Sie sah mich seltsam an. Im Rückblick war das der Moment, denke ich, wo sie mir zum ersten Mal glaubte, zumindest ein klein bisschen.	0.81
“His hair was white. Except for the parts with the blood in it, that is.”	»Seine Haare waren weiß. Außer da, wo Blut drauf war natürlich.«	0.87
I started to cry again. My mother hugged me and rocked me and I went to sleep while she was doing it. I tell you what, there’s nothing like having a mother around when you’re thinking of scary shit.	Ich weinte wieder los. Meine Mutter nahm mich in die Arme und wiegte mich, und während sie das tat, schlief ich ein. Wenn einem irgendwelcher gruselige Scheiß im Kopf rumgeht, gibt es nichts Besseres, als eine Mutter zur Hand zu haben, ehrlich.	0.76
We got the Times delivered to our door. My mother usually read it at the table in her bathrobe while we ate breakfast, but the day after the Central Park man she was reading one of her manuscripts instead. When breakfast was over, she told me to get dressed and maybe we’d ride the Circle Line, so it must have been a Saturday. I remember thinking it was the first weekend the Central Park man was dead in. That made it real all over again.	Wir bekamen die New York Times an die Tür geliefert. Normalerweise las meine Mutter sie noch im Bademantel am Frühstückstisch, aber am Tag nach dem Mann vom Central Park ging sie stattdessen eines von ihren Manuskripten durch. Nach dem Frühstück sagte sie, ich solle mich anziehen; vielleicht würden wir eine Fahrt mit der Circle Line machen. Es muss also ein Samstag gewesen sein. Ich erinnere mich, wie ich dachte: Das ist das erste Wochenende, wo der Mann vom Central Park tot ist. Was mir die ganze Sache wieder deutlich vor Augen brachte.	0.85
I did what she said, but first I went into her bedroom while she was in the shower. The newspaper was on the bed, open to the page where they put dead folks who are famous enough for the Times. The picture of the Central Park man was there. His name was Robert Harrison. At four I was already reading at a third-grade level, my mother was very proud of that, and there were no tough words in the headline of the story, which was all I read: CEO OF LIGHTHOUSE FOUNDATION DIES IN TRAFFIC ACCIDENT.	Ich tat wie geheißen, aber zuerst ging ich noch in ihr Zimmer, während sie unter der Dusche stand. Die Zeitung lag auf dem Bett, auf der Seite geöffnet, wo es immer um die Toten ging, die von der Times für berühmt genug gehalten wurden. Da war ein Foto von dem Mann aus dem Central Park. Er hieß Robert Harrison. Was das Lesen anging, war ich mit vier Jahren schon auf Drittklässlerniveau, worauf meine Mutter sehr stolz war, und die Überschrift des Artikels enthielt keine schweren Wörter. Sie war alles, was ich las: CEO DER LIGHTHOUSE FOUNDATION STIRBT BEI VERKEHRSUNFALL.	0.85
I saw a few more dead people after that—the saying about how in life we are in death is truer than most people know—and sometimes I said something to Mom, but mostly I didn’t because I could see it upset her. It wasn’t until Mrs. Burkett died and Mom found her rings in the closet that we really talked about it again.	Danach habe ich noch weitere Tote gesehen. Der Spruch, dass wir mitten im Leben vom Tod umfangen seien, ist wahrer, als die meisten wissen – und manchmal sagte ich darüber etwas zu Mama, aber meistens nicht, weil ich merkte, dass es sie aus der Fassung brachte. Erst als Mrs. Burkett starb und Mama deren Ringe im Schrank fand, sprachen wir wieder richtig darüber.	0.82
That night after she left my room I thought I wouldn’t be able to sleep, and if I did I would dream about the Central Park man with his split-open face and bones sticking out of his nose, or about my mother in her coffin, but also sitting on the steps to the pulpit, where only I could see her. But so far as I can remember, I didn’t dream about anything. I got up the next morning feeling good, and Mom was feeling good, and we joked around like we sometimes did, and she stuck my turkey on the fridge and then put a big smackeroo on it, which made me giggle, and she walked me to school, and Mrs. Tate told us about dinosaurs, and life went on for two years in the good ways it usually did. Until, that is, everything fell apart.	Nachdem sie an jenem Abend mein Zimmer verlassen hatte, glaubte ich, nicht einschlafen zu können, und wenn doch, würde ich von dem Mann im Park mit seinem gespaltenen Gesicht und den aus der Nase ragenden Knochen träumen. Oder davon, dass meine Mutter in ihrem Sarg lag und zugleich auf den Stufen zum Ambo saß, wo nur ich sie sehen konnte. Aber soweit ich mich erinnere, träumte ich überhaupt nichts. Als ich am nächsten Morgen aufwachte, fühlte ich mich gut, Mama fühlte sich auch gut, wir flachsten nur rum, wie wir es manchmal einfach taten; sie heftete meinen Truthahn an den Kühlschrank und drückte dann einen so festen Schmatz darauf, dass ich kichern musste. Sie brachte mich zur Schule, wo Mrs. Tate uns etwas über Dinosaurier erzählte, und das Leben ging zwei Jahre lang problemlos weiter, wie es das normalerweise tat. Bis alles in die Binsen ging.	0.85
6	6	1.0
When Mom realized how bad things were, I heard her talking to Anne Staley, her editor friend, about Uncle Harry on the phone. Mom said, “He was soft even before he went soft. I realize that now.”	Als Mama merkte, wie schlimm es stand, hörte ich sie am Telefon mit Anne Staley sprechen, einer befreundeten Lektorin. Es ging um Onkel Harry. »Der war schon weich in der Birne, bevor er richtig weich geworden ist«, sagte Mama. »Das ist mir jetzt klar.«	0.83
At six I wouldn’t have had a clue. But by then I was eight going on nine, and I understood, at least partly. She was talking about the mess her brother had gotten himself—and her—into even before the early-onset Alzheimer’s carried off his brains like a thief in the night.	Mit sechs Jahren hätte ich keinen Schimmer gehabt, worum es ging. Aber inzwischen war ich acht, beinah neun, und begriff zumindest teilweise. Sie sprach über den Schlamassel, in den ihr Bruder sich – und sie – gebracht hatte, noch bevor die frühe Demenz sein Gehirn wie ein Dieb in der Nacht davontrug.	0.77
I agreed with her, of course; she was my mother, and it was us against the world, a team of two. I hated Uncle Harry for the jam we were in. It wasn’t until later, when I was twelve or maybe even fourteen, that I realized my mother was also partly to blame. She might have been able to get out while there was still time, probably could have, but she didn’t. Like Uncle Harry, who founded the Conklin Literary Agency, she knew a lot about books but not enough about money.	Natürlich war ich ihrer Meinung; sie war meine Mutter, wir beide gegen den Rest der Welt, ein echtes Zweierteam. Ich hasste Onkel Harry für die Misere, in die er uns gebracht hatte. Erst später, als ich zwölf oder vielleicht auch vierzehn war, wurde mir bewusst, dass meine Mutter ebenfalls einen Teil der Schuld trug. Eventuell wäre sie in der Lage gewesen, aus der Sache herauszukommen, solange noch Zeit war, sehr wahrscheinlich sogar, aber das tat sie nicht. Wie Onkel Harry, der die Literaturagentur gegründet hatte, wusste sie eine Menge über Bücher, aber nicht genug über Geld.	0.85
She even got two warnings. One was from her friend Liz Dutton. Liz was an NYPD detective, and a great fan of Regis Thomas’s Roanoke series. Mom met her at a launch party for one of those books, and they clicked. Which turned out to be not so good. I’ll get to it, but for now I’ll just say that Liz told my mother that the Mackenzie Fund was too good to be true. This might have been around the time Mrs. Burkett died, I’m not sure about that, but I know it was before the fall of 2008, when the economy went belly-up. Including our part of it.	Sie wurde sogar zweimal gewarnt, unter anderem von ihrer Freundin Liz Dutton. Liz war Detective beim NYPD und ein großer Fan der Roanoke-Saga von Regis Thomas. Meine Mutter hatte sie bei der Präsentation eines einschlägigen Bandes kennengelernt, und die beiden hatten sich gleich prächtig verstanden. Was sich als weniger gut entpuppen sollte. Dazu komme ich noch; vorläufig will ich mich darauf beschränken, dass Liz zu meiner Mutter sagte, der Mackenzie-Fonds sei zu schön, um wahr zu sein. Das dürfte ungefähr zu der Zeit gewesen sein, wo Mrs. Burkett starb; da bin ich mir zwar nicht ganz sicher, aber auf jeden Fall war es vor Herbst 2008, wo die Wirtschaft abstürzte. Unser Anteil daran eingeschlossen.	0.85
Uncle Harry used to play racquetball at some fancy club near Pier 90, where the big boats dock. One of the friends he played with was a Broadway producer who told him about the Mackenzie Fund. The friend called it a license to coin money, and Uncle Harry took him seriously about that. Why wouldn’t he? The friend had produced like a bazillion musicals that ran on Broadway for a bazillion years, plus also all over the country, and the royalties just poured in. (I knew exactly what royalties were—I was a literary agent’s kid.)	Onkel Harry hatte früher in einem noblen Club in der Nähe von Pier 90 – dort, wo die großen Schiffe anlegten – Racquetball gespielt. Einer der Sportkameraden war ein Produzent am Broadway, der ihm vom Mackenzie-Fonds erzählte. Er bezeichnete den Fonds als Lizenz zum Gelddrucken, was Onkel Harry wörtlich nahm. Klare Sache. Schließlich hatte jener Freund massenhaft Musicals produziert, die massenhaft Jahre nicht nur am Broadway, sondern im ganzen Land gelaufen waren, und seine Tantiemen strömten nur so herein. (Ich wusste genau, was Tantiemen waren, nicht umsonst war ich das Kind einer Literaturagentin.)	0.88
Uncle Harry checked it out, talked to some big bug who worked for the Fund (although not to James Mackenzie himself, because Uncle Harry was just a small bug in the great scheme of things), and put in a bunch of money. The returns were so good that he put in more. And more. When he got the Alzheimer’s—and he went downhill really fast—my mother took over all the accounts, and she not only stuck with the Mackenzie Fund, she put even more money into it.	Onkel Harry erkundigte sich, sprach mit irgendeinem großen Tier, das für den Fonds tätig war (allerdings nicht mit James Mackenzie selbst, weil Onkel Harry im großen Finanzzirkus nur ein kleines Tier war), und steckte einen Haufen Geld hinein. Der Ertrag war so gut, dass er noch mehr hineinsteckte. Und immer mehr. Als er dement wurde – und es ging ziemlich schnell abwärts mit ihm –, übernahm meine Mutter sämtliche Konten und Depots und hielt den Mackenzie-Fonds nicht nur, sondern steckte wiederum selbst Geld hinein.	0.81
Monty Grisham, the lawyer who helped with contracts back then, not only told her not to put in more, he told her to get out while the getting was good. That was the other warning she got, and not long after she took over the Conklin Agency. He also said that if a thing looked too good to be true, it probably was.	Monty Grisham, der ihr damals bei den Verträgen half, riet ihr nicht nur ab, noch mehr hineinzustecken; er beschwor sie sogar, sie solle aussteigen, solange die Lage noch gut sei. Das war die zweite Warnung, die sie erhielt, und zwar nicht lange nachdem sie die Agentur übernommen hatte. Außerdem meinte Grisham, wenn etwas zu schön aussehe, als dass es wahr sein könnte, dann sei das wahrscheinlich auch der Fall.	0.77
I’m telling you everything I found out in little driblets and drablets—like that overheard conversation between Mom and her editor pal. I’m sure you get that, and I’m sure you don’t need me to tell you that the Mackenzie Fund was actually a big fat Ponzi scheme. The way it worked was Mackenzie and his merry band of thieves took in mega-millions and paid back big percentage returns while skimming off most of the investment dough. They kept it going by roping in new investors, telling each one how special he or she was because only a select few were allowed into the Fund. The select few, it turned out, were thousands, everyone from Broadway producers to wealthy widows who stopped being wealthy almost overnight.	Alles, was ich gerade erzähle, habe ich scheibchen- und bröckchenweise herausbekommen, wie bei dem erwähnten Telefongespräch zwischen Mama und der mit ihr befreundeten Lektorin. Bestimmt ist schon jeder selbst draufgekommen, und ich brauche nicht groß auszuführen, dass es sich beim Mackenzie-Fonds in Wirklichkeit um einen fetten Anlagebetrug handelte. Mackenzie und seine fröhliche Diebesbande sammelten eine Million nach der anderen ein und schütteten hohe Gewinne aus, steckten jedoch den größten Teil des investierten Geldes in die eigene Tasche. Sie hielten die Sache am Laufen, indem sie ständig neue Investoren an Land zogen und ihnen weismachten, was für besondere Leute sie seien, weil nur wenige Auserwählte in den Fonds einzahlen dürften. Wie sich herausstellte, waren die wenigen Auserwählten mehrere Tausend, von Broadway-Produzenten bis hin zu reichen Witwen, die dann beinah über Nacht ihren Reichtum verloren.	0.75
A scheme like that depends on investors being happy with their returns and not only leaving their initial investments in the Fund but putting in more. It worked okay for awhile, but when the economy crashed in 2008, almost everybody in the Fund asked for their money back and the money wasn’t there. Mackenzie was a piker compared to Madoff, the king of Ponzi schemes, but he gave old Bern a run for his money; after taking in over twenty billion dollars, all he had in the Mackenzie accounts was a measly fifteen million. He went to jail, which was satisfying, but as Mom sometimes said, “Grits ain’t groceries and revenge don’t pay the bills.”	Eine solche Masche ist darauf angewiesen, dass die Investoren mit ihrem Gewinn zufrieden sind und nicht nur ihre ursprüngliche Investition im Fonds belassen, sondern immer mehr hineinstecken. Eine Weile funktionierte alles ganz gut. Als die Wirtschaft dann 2008 in die Krise geriet, wollten praktisch alle Beteiligten ihr Geld zurück, aber das Geld war nicht mehr vorhanden. Verglichen mit Bernie Madoff, dem König aller Anlagebetrüger, war Mackenzie zwar eine kleine Nummer, schlug sich im Vergleich jedoch ganz wacker. Nachdem er mehr als zwanzig Milliarden Dollar einkassiert hatte, befanden sich auf seinen Konten gerade mal magere fünfzehn Millionen. Er kam ins Gefängnis, was erfreulich war, aber wie Mama manchmal sagte: »Rache ist süß, aber kaufen kann man sich nichts davon.«	0.73
“We’re okay, we’re okay,” she told me when Mackenzie started showing up on all the news channels and in the Times. “Don’t worry, Jamie.” But the circles under her eyes said that she was plenty worried, and she had plenty of reasons to be.	»Alles im grünen Bereich«, sagte sie zu mir, als Mackenzie auf sämtlichen Nachrichtensendern und in der New York Times auftauchte. »Mach dir keine Sorgen, Jamie.« Aber die Ringe unter ihren Augen zeigten, dass sie sich große Sorgen machte. Wofür sie mehr als genug Gründe hatte.	0.75
Here’s more of what I found out later: Mom only had about two hundred grand in assets she could put her hands on, and that included the insurance policies on her and me. What she had on the liability side of the ledger, you don’t want to know. Just remember our apartment was on Park Avenue, the agency office was on Madison Avenue, and the extended care home where Uncle Harry was living (“If you can call that living,” I can hear my mother adding) was in Pound Ridge, which is about as expensive as it sounds.	Hier noch was von dem, was ich später herausbekam: Mama besaß nur etwa zweihunderttausend Dollar an Vermögen, das sie flüssig machen konnte, und das schloss die Lebensversicherungen für sie und mich ein. Was sie an Verbindlichkeiten hatte, will keiner wissen. Man erinnere sich nur daran, dass unsere Wohnung an der Park Avenue lag und das Büro der Agentur an der Madison Avenue. Das Pflegeheim, wo Onkel Harry lebte (»falls man so was leben nennen kann«, höre ich meine Mutter hinzufügen), befand sich in Pound Ridge, was ebenfalls ein teures Pflaster war.	0.87
Closing the office on Madison was Mom’s first move. After that she worked out of the Palace on Park, at least for awhile. She paid some rent in advance by cashing in those insurance policies I mentioned, including her brother’s, but that would only last eight or ten months. She rented Uncle Harry’s place in Speonk. She sold the Range Rover (“We don’t really need a car in the city anyway, Jamie,” she said) and a bunch of first edition books, including a signed Thomas Wolfe of Look Homeward, Angel. She cried over that one and said she didn’t get half of what it was worth, because the rare book market was also in the toilet, thanks to a bunch of sellers as desperate for cash as she was. Our Andrew Wyeth painting went, too. And every day she cursed James Mackenzie for the thieving, money-grubbing, motherfucking, cock-sucking, bleeding hemorrhoid on legs that he was. Sometimes she also cursed Uncle Harry, saying he’d be living behind a garbage dumpster by the end of the year and it would serve him right. And, to be fair, later on she cursed herself for not listening to Liz and Monty.	Das Büro an der Madison zu schließen war Mamas erster Schachzug. Anschließend arbeitete sie von unserem Palast an der Avenue aus, zumindest eine Weile lang. Die Miete bezahlte sie im Voraus, indem sie die erwähnten Versicherungspolicen auflöste, auch die von ihrem Bruder, aber das würde nur acht bis zehn Monate reichen. Sie vermietete das Haus von Onkel Harry in Speonk. Sie verkaufte den Range Rover (»in der Stadt brauchen wir eigentlich sowieso kein Auto, Jamie«, sagte sie) und einen Stapel Erstausgaben, darunter ein von Thomas Wolfe signiertes Exemplar von Schau heimwärts, Engel! Bei Letzterem weinte sie und meinte, sie hätte nicht die Hälfte von dem bekommen, was es wert sei. Der Markt für seltene Bücher war ebenfalls im Keller, dank einem Haufen Sammler, die ebenso verzweifelt Bares brauchten wie sie selbst. Auch unser Gemälde von Andrew Wyeth musste dran glauben. Und jeden Tag verfluchte sie James Mackenzie, weil er eine derart heimtückische, geldgeile, beschissene, schwanzlutschende Hämorrhoide auf zwei Beinen sei. Manchmal verfluchte sie sogar Onkel Harry und verkündete, er werde am Jahresende hinter einem Müllcontainer hausen, was ihm nur recht geschehe. Und fairerweise verfluchte sie sich später auch selbst, weil sie nicht auf Liz und Monty gehört hatte.	0.83
“I feel like the grasshopper who played all summer instead of working,” she said to me one night. January or February of 2009, I think. By then Liz was staying over sometimes, but not that night. That might have been the first time I noticed there were threads of gray in my mom’s pretty red hair. Or maybe I remember because she started to cry and it was my turn to comfort her, even though I was just a little kid and didn’t really know how to do it.	»Ich komme mir vor wie die Grille, die den ganzen Sommer Musik gemacht hat, statt zu arbeiten«, sagte sie eines Abends zu mir. Das war im Januar oder Februar 2009, glaube ich. Inzwischen übernachtete Liz manchmal bei uns, allerdings nicht an jenem Abend. Vielleicht fiel mir da zum ersten Mal auf, wie sich in die hübschen roten Haare meiner Mutter graue Strähnen stahlen. Es kann aber auch sein, dass ich mich deshalb so daran erinnere, weil sie in Tränen ausbrach und jetzt ich an der Reihe war, sie mit Kopfstreicheln zu trösten, obwohl ich noch ein kleiner Junge war und eigentlich gar nicht wusste, wie man so was richtig tat.	0.77
That summer we moved out of the Palace on Park and into a much smaller place on Tenth Avenue. “Not a dump,” Mom said, “and the price is right.” Also: “I’ll be damned if I’ll move out of the city. That would be waving the white flag. I’d start losing clients.”	Im Sommer zogen wir aus dem Palast an der Avenue in eine wesentlich kleinere Wohnung in der Tenth. »Keineswegs eine Absteige«, sagte Mama. »Und die Miete stimmt.« Außerdem: »Aus der Stadt ziehe ich bestimmt nicht weg. Dann würde ich die weiße Fahne schwenken. Und Klienten verlieren.«	0.84
The agency moved with us, of course. The office was in what I suppose would have been my bedroom if things hadn’t been so fucking dire. My room was an alcove adjacent to the kitchen. It was hot in the summer and cold in the winter, but at least it smelled good. I think it used to be the pantry.	Die Agentur zog natürlich mit uns um. Das Büro kam in den Raum, der wohl als mein Zimmer gegolten hätte, wenn die Lage nicht so verdammt mies gewesen wäre. Deshalb bestand mein Zimmer aus einem Kabuff neben der Küche. Dort war es im Sommer heiß und im Winter kalt, aber wenigstens roch es gut. Ich glaube, es hatte früher als Speisekammer gedient.	0.84
She moved Uncle Harry to a facility in Bayonne. The less said about that place the better. The only good thing about it, I suppose, was that poor old Uncle Harry didn’t know where he was, anyway; he would have pissed his pants just as much if he’d been in the Beverly Hilton.	Ihren Bruder ließ Mama in ein Heim in Bayonne verlegen. Reden wir lieber nicht weiter darüber. Das einzig Gute bestand wahrscheinlich darin, dass der arme alte Onkel Harry ohnehin keine Ahnung hatte, wo er sich befand; wenn er im Beverly Hilton gewesen wäre, hätte er sich genauso oft in die Hosen gemacht.	0.82
Other things I remember about 2009 and 2010: My mother stopped getting her hair done. She stopped lunching with friends and only lunched with clients of the agency if she really had to (because she was the one who always got stuck with the check). She didn’t buy many new clothes, and the ones she did buy were from discount stores. And she started drinking more wine. A lot more. There were nights when she and her friend Liz—the Regis Thomas fan and detective I told you about—would get pretty soused together. The next day Mom would be red-eyed and snappy, puttering around in her office in her pajamas. Sometimes she’d sing, “Crappy days are here again, the skies are fucking drear again.” On those days it was a relief to go to school. A public school, of course; my private school days were over, thanks to James Mackenzie.	Andere Dinge aus den Jahren 2009 und 2010, an die ich mich erinnere: Meine Mutter ging nicht mehr zum Friseur. Sie ging auch nicht mehr mit Freundinnen Mittag essen, und mit Klienten der Agentur nur, wenn es unbedingt nötig war (weil die Rechnung immer an ihr hängen blieb). Neue Klamotten kaufte sie sich kaum noch, und wenn doch, dann in Discountläden. Und sie fing an, mehr Wein zu trinken. Wesentlich mehr. An manchen Abenden ließ sie sich gemeinsam mit ihrer Freundin Liz ordentlich volllaufen. Dann hatte sie am nächsten Tag rote Augen, war bissig und werkelte im Schlafanzug in ihrem Büro herum. »Das Leben ist wie ’ne Hühnerleiter«, sang sie dabei manchmal vor sich hin. »Kurz und beschissen geht es weiter.« An solchen Tagen war es eine echte Wohltat, in die Schule gehen zu dürfen. In eine öffentliche Schule natürlich, meine Privatschulzeit war dank James Mackenzie vorüber.	0.82
